RecordId,MAK,PropertyAddress,Suite,ZipCodePlus4,Latitude,Longitude,APN,CensusKey,CountyLandUseDescription,TotalAssessedValue,LotSizeOrArea,SalesPriceFromAssessment,YearBuilt,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths,GarageTypeParking,GarageParkingNumberOfCars,PoolType
316,3967093265,15 Sepulveda,,2727,33.623111,-117.61898,805-331-47,60590320531005,SINGLE FAMILY RESIDENTIAL,436753,6000.0,279000,1990,3,3.0,0,Type Not Specified,2,No Pool
317,4299335916,21 Sepulveda,,2727,33.623173,-117.618443,805-331-50,60590320531005,SINGLE FAMILY RESIDENTIAL,458224,5000.0,260500,1990,3,3.0,0,Type Not Specified,2,Spa/Hot Tub (only)
318,6006416920,37 Sepulveda,,2737,33.623317,-117.617165,805-331-57,60590320531005,SINGLE FAMILY RESIDENTIAL,383905,5000.0,235000,1990,4,3.0,0,Type Not Specified,2,No Pool
319,8025923219,39 Sepulveda,,2737,33.623385,-117.61696,805-331-58,60590320531005,SINGLE FAMILY RESIDENTIAL,435267,6000.0,237000,1990,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
320,6014534952,21 Segada,,2743,33.626928,-117.618104,805-341-12,60590320531005,SINGLE FAMILY RESIDENTIAL,561981,8978.0,344000,1994,4,4.0,0,Type Not Specified,3,No Pool
321,6983251992,22 Segada,,2735,33.626633,-117.617705,805-342-01,60590320531007,SINGLE FAMILY RESIDENTIAL,606960,9100.0,325000,1994,4,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
322,2163509522,28 Segada,,2735,33.62687,-117.61719,805-342-04,60590320531007,SINGLE FAMILY RESIDENTIAL,537478,7605.0,329000,1994,4,4.0,0,Type Not Specified,3,No Pool
323,9733449844,30 Segada,,2735,33.62699,-117.617008,805-342-05,60590320531007,SINGLE FAMILY RESIDENTIAL,1038597,7475.0,760000,1994,5,4.0,1,Type Not Specified,3,No Pool
324,8652736835,34 Segada,,2735,33.627279,-117.616757,805-342-07,60590320531007,SINGLE FAMILY RESIDENTIAL,723978,6466.0,450000,1994,5,4.0,1,Type Not Specified,3,Spa/Hot Tub (only)
325,7772171040,36 Segada,,2735,33.627435,-117.616675,805-342-08,60590320531007,SINGLE FAMILY RESIDENTIAL,753416,6930.0,510000,1994,4,4.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
326,4337264444,1 Siega,,2747,33.627124,-117.616269,805-342-18,60590320531007,SINGLE FAMILY RESIDENTIAL,596959,10000.0,348000,1994,5,4.0,1,Type Not Specified,4,Pool w/Hot Tub/Spa
327,7204048673,1 Arado,,2746,33.626289,-117.617159,805-342-24,60590320531007,SINGLE FAMILY RESIDENTIAL,866154,13320.0,610000,1994,4,4.0,0,Type Not Specified,3,Pool w/Hot Tub/Spa
328,6324948137,32 Arado,,2749,33.627368,-117.614475,805-343-03,60590320531007,SINGLE FAMILY RESIDENTIAL,617628,9000.0,352000,1994,5,4.0,1,Type Not Specified,3,Pool w/Hot Tub/Spa
329,4185430952,20 Arado,,2749,33.626692,-117.615449,805-351-10,60590320531007,SINGLE FAMILY RESIDENTIAL,753981,6448.0,531000,1994,4,4.0,0,Type Not Specified,2,No Pool
330,9231195896,24 Arado,,2749,33.626939,-117.615149,805-351-12,60590320531007,SINGLE FAMILY RESIDENTIAL,538671,6565.0,300500,1994,4,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
331,9491327041,50 Mancera,,2718,33.626072,-117.615318,805-351-20,60590320531007,SINGLE FAMILY RESIDENTIAL,926927,6300.0,640000,1990,4,3.0,1,Type Not Specified,2,No Pool
332,5350164986,36 Sembrado,,2714,33.62566,-117.613978,805-351-33,60590320531007,SINGLE FAMILY RESIDENTIAL,840030,7600.0,580000,1990,4,3.0,1,Type Not Specified,2,Spa/Hot Tub (only)
333,6733684223,20 Sembrado,,2713,33.62499,-117.615129,805-351-40,60590320531007,SINGLE FAMILY RESIDENTIAL,733403,6100.0,410000,1990,4,4.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
334,6417195800,12 Sembrado,,2713,33.624552,-117.61573,805-351-44,60590320531007,SINGLE FAMILY RESIDENTIAL,629126,6000.0,345000,1990,4,3.0,1,Type Not Specified,2,No Pool
335,9302995638,8 Sembrado,,2709,33.624325,-117.616047,805-351-46,60590320531007,SINGLE FAMILY RESIDENTIAL,1073771,6324.0,900000,1990,4,3.0,1,Type Not Specified,2,No Pool
336,4172064625,32 Mancera,,2717,33.624919,-117.616942,805-351-65,60590320531007,SINGLE FAMILY RESIDENTIAL,893133,6527.0,629000,1990,3,4.0,0,Type Not Specified,2,Type Unspecified
337,7238312291,19 Segada,,2733,33.626815,-117.618238,805-361-01,60590320531005,SINGLE FAMILY RESIDENTIAL,481931,7616.0,295000,1992,4,3.0,0,Type Not Specified,2,No Pool
338,9066460265,1 Segada,,2733,33.626467,-117.619396,805-361-07,60590320531005,SINGLE FAMILY RESIDENTIAL,531894,9100.0,310000,1992,4,4.0,0,Type Not Specified,2,Spa/Hot Tub (only)
339,2109821364,4 Segada,,2734,33.62599,-117.619234,805-361-09,60590320531005,SINGLE FAMILY RESIDENTIAL,770407,7020.0,469000,1992,4,4.0,0,Type Not Specified,3,Pool w/Hot Tub/Spa
340,3850326469,19 Serna,,2739,33.625598,-117.618103,805-361-19,60590320531005,SINGLE FAMILY RESIDENTIAL,1171755,9300.0,758500,1994,4,4.0,0,Type Not Specified,2,No Pool
341,5547364163,11 Serna,,2738,33.625491,-117.618685,805-361-22,60590320531005,SINGLE FAMILY RESIDENTIAL,465915,7200.0,285500,1993,4,3.0,0,Type Not Specified,2,No Pool
342,7130363562,24 Serna,,2741,33.625306,-117.617555,805-361-37,60590320531005,SINGLE FAMILY RESIDENTIAL,585703,7475.0,358000,1992,4,4.0,0,Type Not Specified,2,No Pool
343,3282171510,9 Via Floria,,4940,33.616968,-117.62056,805-421-05,60590320532000,SINGLE FAMILY RESIDENTIAL,431362,3450.0,292000,1993,3,2.0,1,Type Not Specified,2,No Pool
344,3541036825,39 Via Caseta,,4946,33.617608,-117.620335,805-421-12,60590320532000,SINGLE FAMILY RESIDENTIAL,466666,2700.0,316000,1994,3,2.0,1,Type Not Specified,2,No Pool
345,7310366259,31 Via Caseta,,4946,33.617983,-117.620202,805-421-16,60590320532000,SINGLE FAMILY RESIDENTIAL,661417,2975.0,484000,1994,3,2.0,1,Type Not Specified,2,No Pool
346,9967853813,23 Via Caseta,,4946,33.618092,-117.620684,805-421-20,60590320532000,SINGLE FAMILY RESIDENTIAL,519686,2700.0,366000,1994,4,3.0,0,Type Not Specified,2,No Pool
347,7371206877,19 Via Caseta,,4947,33.618174,-117.620906,805-421-22,60590320532000,SINGLE FAMILY RESIDENTIAL,580655,3150.0,425000,1994,3,2.0,1,Type Not Specified,2,No Pool
348,1012840325,7 Via Caseta,,4947,33.618202,-117.621456,805-421-27,60590320532000,SINGLE FAMILY RESIDENTIAL,306942,2850.0,200000,1994,2,3.0,0,Type Not Specified,2,No Pool
349,9727317532,24 Via Caseta,,4946,33.617807,-117.620705,805-421-34,60590320532002,SINGLE FAMILY RESIDENTIAL,329054,3150.0,204000,1994,4,3.0,0,Type Not Specified,2,No Pool
350,7129726723,26 Via Caseta,,4946,33.61779,-117.620598,805-421-35,60590320532002,SINGLE FAMILY RESIDENTIAL,316262,3600.0,196000,1994,3,2.0,1,Type Not Specified,2,No Pool
351,5785924177,3 Via Encanto,,4943,33.617521,-117.620766,805-421-37,60590320532002,SINGLE FAMILY RESIDENTIAL,818794,4000.0,650000,1994,3,2.0,1,Type Not Specified,2,No Pool
352,9440131249,4 Via Encanto,,4943,33.617193,-117.620861,805-421-38,60590320532000,SINGLE FAMILY RESIDENTIAL,556690,4000.0,400000,1994,4,3.0,0,Type Not Specified,2,No Pool
353,7419089679,7 Via Floria,,4940,33.616918,-117.620824,805-421-40,60590320532000,SINGLE FAMILY RESIDENTIAL,399026,2700.0,260000,1993,4,3.0,0,Type Not Specified,2,No Pool
354,1722968332,19 Via Encanto,,4944,33.61739,-117.621652,805-421-56,60590320532003,SINGLE FAMILY RESIDENTIAL,425971,2975.0,300000,1994,2,3.0,0,Type Not Specified,2,No Pool
355,7232132132,31 Via Encanto,,4942,33.61683,-117.621602,805-421-62,60590320532003,SINGLE FAMILY RESIDENTIAL,496970,3200.0,350000,1993,3,2.0,1,Type Not Specified,2,No Pool
356,2122163619,30 Via Helena,,4959,33.614787,-117.62086,805-422-02,60590320532000,SINGLE FAMILY RESIDENTIAL,892663,4400.0,807000,1993,4,3.0,0,Type Not Specified,2,No Pool
357,3166571770,24 Via Helena,,4959,33.614952,-117.620518,805-422-05,60590320532000,SINGLE FAMILY RESIDENTIAL,331496,4000.0,216000,1993,3,2.0,1,Type Not Specified,2,No Pool
358,8878643834,22 Via Helena,,4959,33.615044,-117.620474,805-422-06,60590320532000,SINGLE FAMILY RESIDENTIAL,353371,3500.0,214000,1993,4,3.0,0,Type Not Specified,2,No Pool
359,7288082094,14 Via Helena,,4932,33.61551,-117.620436,805-422-10,60590320532000,SINGLE FAMILY RESIDENTIAL,727015,2975.0,532000,1993,4,3.0,0,Type Not Specified,2,No Pool
360,5091595825,14 Via Geneva,,4953,33.616356,-117.620971,805-422-22,60590320532010,SINGLE FAMILY RESIDENTIAL,477089,3150.0,336000,1993,3,2.0,1,Type Not Specified,2,No Pool
361,4024324396,15 Via Geneva,,4953,33.61609,-117.620916,805-422-23,60590320532000,SINGLE FAMILY RESIDENTIAL,732855,2975.0,547000,1993,2,3.0,0,Type Not Specified,2,No Pool
362,2117183100,2 Via Helena,,4932,33.615827,-117.620756,805-422-25,60590320532000,SINGLE FAMILY RESIDENTIAL,325663,4050.0,199500,1993,3,2.0,1,Type Not Specified,2,No Pool
363,3957021996,1 Via Helena,,4932,33.615523,-117.620722,805-422-26,60590320532000,SINGLE FAMILY RESIDENTIAL,461471,2975.0,325000,1993,4,3.0,0,Type Not Specified,2,No Pool
364,9805160446,4 Caminito Altura,,2687,33.62904,-117.614528,805-431-32,60590320531005,SINGLE FAMILY RESIDENTIAL,1090921,4750.0,1015000,2001,5,4.0,1,Type Not Specified,2,No Pool
365,7443698103,8 Corazon Del Oro,,2688,33.627953,-117.613582,805-431-57,60590320531005,SINGLE FAMILY RESIDENTIAL,1001905,4816.0,757500,2001,5,2.0,1,Type Not Specified,2,No Pool
366,5558976130,6 Calle Fortuna,,2625,33.623746,-117.610725,805-461-01,60590320531036,SINGLE FAMILY RESIDENTIAL,457921,3200.0,322500,1994,3,2.0,1,Type Not Specified,2,No Pool
367,6867236725,35 Via Amor,,2621,33.623722,-117.611092,805-461-04,60590320531036,SINGLE FAMILY RESIDENTIAL,411771,3200.0,290000,1994,3,2.0,1,Type Not Specified,2,No Pool
368,9461966312,10 Calle Verano,,2622,33.622897,-117.612089,805-462-11,60590320531039,SINGLE FAMILY RESIDENTIAL,456502,3200.0,320000,1994,4,2.0,1,Type Not Specified,2,No Pool
369,6275666906,4 Calle Bella,,2624,33.622659,-117.611857,805-462-15,60590320531039,SINGLE FAMILY RESIDENTIAL,473165,3400.0,320000,1994,3,2.0,1,Type Not Specified,2,No Pool
370,1383514578,32 Calle Verano,,2647,33.622081,-117.611815,805-463-09,60590320531040,SINGLE FAMILY RESIDENTIAL,404673,5250.0,285000,1996,3,2.0,1,Type Not Specified,2,No Pool
371,3564955472,42 Calle Verano,,2647,33.621643,-117.611568,805-463-13,60590320531040,SINGLE FAMILY RESIDENTIAL,303682,4950.0,194000,1994,3,2.0,1,Type Not Specified,2,No Pool
372,7569005748,31 Calle Verano,,2647,33.621984,-117.612281,805-464-15,60590320531041,SINGLE FAMILY RESIDENTIAL,604022,3200.0,442000,1996,3,2.0,1,Type Not Specified,2,No Pool
373,4224194711,39 Calle Estero,,2634,33.621615,-117.611154,805-471-04,60590320531040,SINGLE FAMILY RESIDENTIAL,292680,5400.0,182500,1995,4,2.0,1,Type Not Specified,2,No Pool
374,7339834715,1 Via Espiritu,,2632,33.622194,-117.611447,805-471-10,60590320531040,SINGLE FAMILY RESIDENTIAL,489204,5250.0,319000,1995,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
375,4870910611,25 Calle Estero,,2631,33.622242,-117.610521,805-471-17,60590320531040,SINGLE FAMILY RESIDENTIAL,620085,4500.0,423000,1995,3,2.0,1,Type Not Specified,2,No Pool
376,4197340664,34 Calle Bella,,2628,33.622772,-117.610277,805-472-04,60590320531039,SINGLE FAMILY RESIDENTIAL,372020,3600.0,230000,1994,4,2.0,1,Type Not Specified,2,No Pool
377,3043548329,21 Calle Fortuna,,2627,33.623029,-117.610238,805-472-10,60590320531039,SINGLE FAMILY RESIDENTIAL,528987,3200.0,380000,1994,3,2.0,1,Type Not Specified,2,No Pool
378,8528605471,11 Calle Fortuna,,2626,33.623265,-117.610682,805-472-14,60590320531039,SINGLE FAMILY RESIDENTIAL,290431,3200.0,180000,1994,4,2.0,1,Type Not Specified,2,No Pool
379,3298222568,53 Calle Verano,,2635,33.620922,-117.611521,805-473-05,60590320531036,SINGLE FAMILY RESIDENTIAL,418397,3800.0,289000,1995,3,2.0,1,Type Not Specified,2,No Pool
380,9857005214,42 Calle Estero,,2634,33.621247,-117.6109,805-473-12,60590320531036,SINGLE FAMILY RESIDENTIAL,435912,3200.0,307000,1995,3,2.0,1,Type Not Specified,2,No Pool
381,7834228272,34 Calle Estero,,2631,33.621583,-117.610561,805-473-16,60590320531036,SINGLE FAMILY RESIDENTIAL,389446,3200.0,269000,1995,3,2.0,1,Type Not Specified,2,No Pool
382,1349061745,32 Calle Estero,,2631,33.621667,-117.610477,805-473-18,60590320531036,SINGLE FAMILY RESIDENTIAL,471991,3200.0,320000,1995,3,2.0,1,Type Not Specified,2,No Pool
383,6274489142,10 Calle Estero,,2630,33.62263,-117.609582,805-473-30,60590320531036,SINGLE FAMILY RESIDENTIAL,293896,3655.0,175000,1995,3,2.0,1,Type Not Specified,2,No Pool
384,9027142926,22 Calle Fortuna,,2627,33.623308,-117.609955,805-473-39,60590320531036,SINGLE FAMILY RESIDENTIAL,471911,3200.0,339000,1994,3,2.0,1,Type Not Specified,2,No Pool
385,6497949518,20 Calle Fortuna,,2626,33.623367,-117.610066,805-473-40,60590320531036,SINGLE FAMILY RESIDENTIAL,411313,3200.0,284000,1994,4,2.0,1,Type Not Specified,2,No Pool
386,1117954775,11 Calle Arcos,,2645,33.62491,-117.612255,805-481-17,60590320531037,SINGLE FAMILY RESIDENTIAL,272846,3280.0,174500,1996,3,2.0,1,Type Not Specified,2,No Pool
387,4999722610,9 Calle Arcos,,2645,33.625015,-117.61221,805-481-18,60590320531037,SINGLE FAMILY RESIDENTIAL,518121,3200.0,372500,1996,3,2.0,1,Type Not Specified,2,No Pool
388,1863164345,18 Via Marguesa,,2642,33.624072,-117.611435,805-481-38,60590320531037,SINGLE FAMILY RESIDENTIAL,701371,2600.0,523500,1995,3,2.0,1,Type Not Specified,2,No Pool
389,6299357423,21 Via Marguesa,,2641,33.624434,-117.611634,805-481-42,60590320531037,SINGLE FAMILY RESIDENTIAL,373951,4240.0,258500,1995,3,2.0,1,Type Not Specified,2,No Pool
390,3737440446,24 Calle Arcos,,2643,33.624246,-117.612024,805-481-45,60590320531037,SINGLE FAMILY RESIDENTIAL,356357,3864.0,236500,1996,4,2.0,1,Type Not Specified,2,No Pool
391,4686228737,16 Calle Arcos,,2644,33.624585,-117.611914,805-481-48,60590320531037,SINGLE FAMILY RESIDENTIAL,289775,3864.0,178000,1996,4,2.0,1,Type Not Specified,2,No Pool
392,2282784509,8 Calle Arcos,,2644,33.624853,-117.611666,805-481-51,60590320531037,SINGLE FAMILY RESIDENTIAL,310504,3680.0,185500,1996,3,2.0,1,Type Not Specified,2,No Pool
393,3248261726,30321 Esperanza,,2119,33.631363,-117.601652,805-491-06,60590320531024,"IND, MISC USES",3563183,1.0190001,2295500,1990,0,0.0,0,Unknown,0,No Pool
394,9608009304,71 Berlamo,,2656,33.626881,-117.61283,805-512-01,60590320531005,SINGLE FAMILY RESIDENTIAL,491994,5335.0,319500,1998,5,2.0,1,Type Not Specified,2,No Pool
395,1713717472,43 Berlamo,,2656,33.628349,-117.612435,805-512-14,60590320531005,SINGLE FAMILY RESIDENTIAL,982678,8461.0,930000,1998,5,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
396,2788277000,9 Berlamo,,2656,33.626652,-117.611874,805-512-30,60590320531005,SINGLE FAMILY RESIDENTIAL,539149,4633.0,346500,1999,5,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
397,5516680036,66 Berlamo,,2657,33.62728,-117.612715,805-513-01,60590320531006,SINGLE FAMILY RESIDENTIAL,508156,6828.0,321500,1998,4,2.0,1,Type Not Specified,2,Spa/Hot Tub (only)
398,4114277920,4 Berlamo,,2657,33.626915,-117.612143,805-513-14,60590320531006,SINGLE FAMILY RESIDENTIAL,998784,4713.0,815000,1999,4,3.0,1,Type Not Specified,2,No Pool
399,9303548039,18 Santa Sophia,,2671,33.629006,-117.609853,805-531-29,60590320531005,SINGLE FAMILY RESIDENTIAL,987984,4536.0,915000,1999,6,4.0,0,Type Not Specified,2,No Pool
400,1594992582,26 Santa Sophia,,2671,33.628775,-117.61005,805-531-31,60590320531005,SINGLE FAMILY RESIDENTIAL,829683,4621.0,596000,1999,6,4.0,0,Type Not Specified,2,No Pool
401,3795773236,30 Santa Sophia,,2671,33.62866,-117.610149,805-541-09,60590320531005,SINGLE FAMILY RESIDENTIAL,913699,4109.0,820000,1999,5,3.0,0,Type Not Specified,2,Spa/Hot Tub (only)
402,8297677550,42 Santa Sophia,,2666,33.627888,-117.610796,805-541-14,60590320531005,SINGLE FAMILY RESIDENTIAL,692708,5479.0,462500,2001,6,4.0,0,Type Not Specified,2,Type Unspecified
403,8616247154,15 Santa Arletta,,2685,33.628336,-117.611307,805-541-32,60590320531005,SINGLE FAMILY RESIDENTIAL,991167,5159.0,905000,2000,6,4.0,0,Type Not Specified,2,No Pool
404,8791331144,37 Santa Sophia,,2674,33.628353,-117.610946,805-541-35,60590320531005,SINGLE FAMILY RESIDENTIAL,814364,5020.0,585000,2001,5,2.0,1,Type Not Specified,2,No Pool
405,5061185015,29472 Avenida De Las Bandera,,2651,33.620206,-117.610369,806-051-01,60590320651000,MISC COMM USES,4614810,1.818,3250000,1990,0,0.0,0,Unknown,0,No Pool
406,2548703067,8 Velarde Ct,,8503,33.620805,-117.609502,806-061-14,60590320651000,SINGLE FAMILY RESIDENTIAL,414213,3101.0,286000,1997,4,2.0,1,Type Not Specified,2,No Pool
407,6769035664,15 Monticello Ln,,8511,33.621429,-117.609691,806-061-20,60590320651000,SINGLE FAMILY RESIDENTIAL,648397,2619.0,515000,1997,3,2.0,1,Type Not Specified,2,No Pool
408,3867608714,17 Calellen Ct,,8519,33.621444,-117.608186,806-061-32,60590320651000,SINGLE FAMILY RESIDENTIAL,433073,5382.0,305000,1998,3,2.0,1,Type Not Specified,2,No Pool
409,6020744622,7 Velarde Ct,,8502,33.621092,-117.609405,806-062-02,60590320651006,SINGLE FAMILY RESIDENTIAL,412764,3281.0,285000,1997,4,2.0,1,Type Not Specified,2,No Pool
410,2592460538,3 Galisteo Dr,,8500,33.620581,-117.608595,806-062-08,60590320651006,SINGLE FAMILY RESIDENTIAL,431593,5442.0,298000,1997,4,2.0,1,Type Not Specified,2,No Pool
411,5361141224,16 Hidalgo Ln,,8510,33.620791,-117.608611,806-062-10,60590320651006,SINGLE FAMILY RESIDENTIAL,419863,2766.0,290000,1997,3,2.0,1,Type Not Specified,2,No Pool
412,2938294927,12 Hidalgo Ln,,8510,33.62089,-117.608737,806-062-11,60590320651006,SINGLE FAMILY RESIDENTIAL,520635,2750.0,374000,1997,3,2.0,1,Type Not Specified,2,No Pool
413,9695568380,10 Hidalgo Ln,,8510,33.620972,-117.608866,806-062-12,60590320651006,SINGLE FAMILY RESIDENTIAL,759824,2750.0,620000,1997,4,2.0,1,Type Not Specified,2,No Pool
414,5937857435,1 Hidalgo Ln,,8516,33.621513,-117.609181,806-063-01,60590320651009,SINGLE FAMILY RESIDENTIAL,443178,3459.0,306000,1997,3,2.0,1,Type Not Specified,2,No Pool
415,4487047061,12 El Vado Dr,,8505,33.619894,-117.609537,806-064-03,60590320651005,SINGLE FAMILY RESIDENTIAL,580875,2600.0,420000,1998,4,2.0,1,Type Not Specified,2,No Pool
416,3359103981,6 El Vado Dr,,8505,33.620223,-117.609227,806-064-06,60590320651005,SINGLE FAMILY RESIDENTIAL,590354,2600.0,432000,1997,3,2.0,1,Type Not Specified,2,No Pool
417,2501653670,9 Galisteo Dr,,8501,33.62014,-117.609095,806-064-11,60590320651005,SINGLE FAMILY RESIDENTIAL,405525,2792.0,280000,1998,4,2.0,1,Type Not Specified,2,No Pool
418,5540974004,21 Galisteo Dr,,8501,33.61958,-117.609638,806-064-16,60590320651005,SINGLE FAMILY RESIDENTIAL,346565,2906.0,230000,1997,4,2.0,1,Type Not Specified,2,No Pool
419,4129202897,29 Twilight Ln,,8508,33.622341,-117.608876,806-071-10,60590320651000,SINGLE FAMILY RESIDENTIAL,690825,3198.0,622000,1997,3,2.0,1,Type Not Specified,2,No Pool
420,3230684612,27 Twilight Ln,,8508,33.622429,-117.608799,806-071-11,60590320651000,SINGLE FAMILY RESIDENTIAL,718437,3168.0,620000,1999,4,2.0,1,Type Not Specified,2,No Pool
421,7322207433,1 Breezy Mdws,,8521,33.624143,-117.607527,806-071-15,60590320651000,SINGLE FAMILY RESIDENTIAL,463474,3283.0,325000,1998,4,2.0,1,Type Not Specified,2,No Pool
422,4214084439,9 Breezy Mdws,,8521,33.623946,-117.607152,806-071-18,60590320651000,SINGLE FAMILY RESIDENTIAL,416677,3015.0,260000,1998,5,2.0,1,Type Not Specified,2,No Pool
423,3368872150,11 Breezy Mdws,,8521,33.623883,-117.607024,806-071-19,60590320651000,SINGLE FAMILY RESIDENTIAL,388523,3015.0,252500,1998,3,2.0,1,Type Not Specified,2,No Pool
424,1285218919,15 Breezy Mdws,,8521,33.623814,-117.6069,806-071-20,60590320651000,SINGLE FAMILY RESIDENTIAL,556690,3015.0,400000,1998,4,2.0,1,Type Not Specified,2,No Pool
425,8521668718,19 Breezy Mdws,,8521,33.623682,-117.60665,806-071-22,60590320651000,SINGLE FAMILY RESIDENTIAL,615667,3015.0,415000,1998,3,2.0,1,Type Not Specified,2,No Pool
426,4602839446,21 Breezy Mdws,,8521,33.623615,-117.60652,806-071-23,60590320651000,SINGLE FAMILY RESIDENTIAL,393275,3386.0,261000,1998,4,2.0,1,Type Not Specified,2,No Pool
427,5612288231,28 Twilight Ln,,8507,33.62223,-117.608493,806-072-01,60590320651002,SINGLE FAMILY RESIDENTIAL,726199,3285.0,645000,1999,3,2.0,1,Type Not Specified,2,No Pool
428,8542648301,17 Twilight Ln,,8515,33.622949,-117.608402,806-073-01,60590320651004,SINGLE FAMILY RESIDENTIAL,356959,3432.0,237000,1999,3,2.0,1,Type Not Specified,2,No Pool
429,6751226588,15 Twilight Ln,,8515,33.623056,-117.608326,806-073-02,60590320651004,SINGLE FAMILY RESIDENTIAL,428810,3150.0,302000,1998,3,2.0,1,Type Not Specified,2,No Pool
430,3328150377,19 Evening Canyon Rd,,8514,33.623248,-117.60698,806-073-15,60590320651004,SINGLE FAMILY RESIDENTIAL,366173,3420.0,241000,1998,3,2.0,1,Type Not Specified,2,No Pool
431,2199684595,18 Breezy Mdws,,8522,33.623412,-117.606852,806-073-18,60590320651004,SINGLE FAMILY RESIDENTIAL,619475,3015.0,445000,1998,3,2.0,1,Type Not Specified,2,No Pool
432,7715551648,12 Breezy Mdws,,8522,33.623545,-117.607102,806-073-20,60590320651004,SINGLE FAMILY RESIDENTIAL,696949,3015.0,510000,1998,3,2.0,1,Type Not Specified,2,No Pool
433,6145155912,10 Breezy Mdws,,8522,33.623618,-117.607225,806-073-21,60590320651004,SINGLE FAMILY RESIDENTIAL,598592,3015.0,430000,1998,4,2.0,1,Type Not Specified,2,No Pool
434,6409032818,6 Breezy Mdws,,8522,33.623749,-117.607474,806-073-23,60590320651004,SINGLE FAMILY RESIDENTIAL,368713,3015.0,245000,1998,3,2.0,1,Type Not Specified,2,No Pool
435,2283555973,16 Daybreak Ln,,8513,33.622279,-117.607762,806-074-04,60590320651007,SINGLE FAMILY RESIDENTIAL,363438,3285.0,241500,1998,3,2.0,1,Type Not Specified,2,No Pool
436,3886433439,12 Daybreak Ln,,8513,33.622484,-117.607595,806-074-06,60590320651007,SINGLE FAMILY RESIDENTIAL,444288,3375.0,313000,1998,3,2.0,1,Type Not Specified,2,No Pool
437,7939036283,2 Daybreak Ln,,8513,33.623009,-117.607202,806-074-11,60590320651007,SINGLE FAMILY RESIDENTIAL,332703,3795.0,221000,1998,3,2.0,1,Type Not Specified,2,No Pool
438,1276969183,3 Serene Canyon Rd,,8518,33.622796,-117.607072,806-074-13,60590320651007,SINGLE FAMILY RESIDENTIAL,430714,3423.0,284500,1998,4,2.0,1,Type Not Specified,2,No Pool
439,9140908974,5 Serene Canyon Rd,,8518,33.622684,-117.607143,806-074-14,60590320651007,SINGLE FAMILY RESIDENTIAL,777157,3504.0,650000,1998,4,2.0,1,Type Not Specified,2,No Pool
440,7306129699,21 Serene Canyon Rd,,8518,33.621958,-117.607729,806-074-21,60590320651007,SINGLE FAMILY RESIDENTIAL,403821,3376.0,268000,1998,4,2.0,1,Type Not Specified,2,No Pool
441,5819192668,26 Via Hacienda,,8524,33.624494,-117.606667,806-082-02,60590320651008,SINGLE FAMILY RESIDENTIAL,949885,4400.0,798000,1999,4,3.0,1,Type Not Specified,2,No Pool
442,8939149969,10 Via Hacienda,,8524,33.625303,-117.606047,806-082-09,60590320651008,SINGLE FAMILY RESIDENTIAL,772114,4400.0,565000,1999,4,2.0,1,Type Not Specified,2,No Pool
443,2819843764,5 Via Pelayo,,8528,33.625293,-117.605718,806-082-16,60590320651008,SINGLE FAMILY RESIDENTIAL,491194,4823.0,332500,1999,4,2.0,1,Type Not Specified,2,No Pool
444,2136647639,7 Via Pelayo,,8528,33.625176,-117.605807,806-082-17,60590320651008,SINGLE FAMILY RESIDENTIAL,479301,4400.0,300000,1999,4,3.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
445,5332452502,25 Via Pelayo,,8530,33.624251,-117.6065,806-082-25,60590320651008,SINGLE FAMILY RESIDENTIAL,658451,4706.0,473000,1999,3,2.0,1,Type Not Specified,2,No Pool
446,7915357365,31 Valeroso,,8525,33.624843,-117.604488,806-083-19,60590320651003,SINGLE FAMILY RESIDENTIAL,469770,4866.0,318000,1999,4,2.0,1,Type Not Specified,2,No Pool
447,1256314787,33 Valeroso,,8525,33.624723,-117.604409,806-083-20,60590320651003,SINGLE FAMILY RESIDENTIAL,526050,5683.0,326000,1999,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
448,1578796212,3 Via Hacienda,,8531,33.625975,-117.606052,806-084-01,60590320651000,SINGLE FAMILY RESIDENTIAL,661237,5183.0,475000,1999,4,2.0,1,Type Not Specified,2,No Pool
449,2371547807,7 Via Hacienda,,8523,33.625737,-117.606239,806-084-03,60590320651000,SINGLE FAMILY RESIDENTIAL,828158,4814.0,685000,1998,3,2.0,1,Type Not Specified,2,No Pool
450,8114540770,9 Via Hacienda,,8524,33.625614,-117.606335,806-084-04,60590320651000,SINGLE FAMILY RESIDENTIAL,492244,4444.0,330000,1998,4,3.0,1,Type Not Specified,2,No Pool
451,3000643582,10 Via Corbina,,8527,33.624016,-117.60681,806-084-18,60590320651000,SINGLE FAMILY RESIDENTIAL,840440,4450.0,615000,1999,4,2.0,1,Type Not Specified,2,No Pool
