RecordID,MAK,DocumentTypeCode,PropertyAddress,Suite,City,State,ZipCode,ZipCodePlus4,Latitude,Longitude,FIPSCode,APN,CensusKey,RecordingDate,SalesPrice
341,7645981985,DTGD,15 San Sebastian,,Rancho Santa Margarita,CA,92688,2515,33.641804,-117.624743,06059,805-131-01,060590320343000,02-16-1994,180000
342,9289018921,DTGD,19 San Sebastian,,Rancho Santa Margarita,CA,92688,2515,33.641422,-117.624742,06059,805-131-03,060590320343000,03-31-1999,260000
343,4970445589,DTGD,21 San Sebastian,,Rancho Santa Margarita,CA,92688,2515,33.641236,-117.624676,06059,805-131-04,060590320343000,12-29-2000,330000
344,5592629465,DTGD,18 San Sebastian,,Rancho Santa Margarita,CA,92688,2513,33.641558,-117.624248,06059,805-132-02,060590320343003,06-17-2010,500000
345,2540146717,DTGD,20 San Sebastian,,Rancho Santa Margarita,CA,92688,2513,33.641346,-117.624202,06059,805-132-03,060590320343003,08-29-2005,715000
346,1622734637,DTGD,13 San Bonifacio,,Rancho Santa Margarita,CA,92688,2525,33.641735,-117.623752,06059,805-132-13,060590320343003,04-30-1997,193000
347,8401104518,DTGD,17 San Bonifacio,,Rancho Santa Margarita,CA,92688,2525,33.641402,-117.623624,06059,805-132-15,060590320343003,08-15-1995,175000
348,2285763801,DTGD,19 San Bonifacio,,Rancho Santa Margarita,CA,92688,2525,33.641207,-117.623530,06059,805-132-16,060590320343003,01-14-2000,289000
349,9089208819,DTGD,12 San Bonifacio,,Rancho Santa Margarita,CA,92688,2520,33.641915,-117.623254,06059,805-133-02,060590320343001,09-06-1996,180000
350,6135429263,DTGD,14 San Bonifacio,,Rancho Santa Margarita,CA,92688,2520,33.641729,-117.623238,06059,805-133-03,060590320343001,01-30-2002,334500
351,8742232001,DTGD,16 San Bonifacio,,Rancho Santa Margarita,CA,92688,2520,33.641565,-117.623176,06059,805-133-04,060590320343001,08-13-2010,518000
352,3521458082,DTGD,18 San Bonifacio,,Rancho Santa Margarita,CA,92688,2520,33.641415,-117.623111,06059,805-133-05,060590320343001,04-21-2014,602500
353,3583976555,DTGD,11 San Simon,,Rancho Santa Margarita,CA,92688,2533,33.638470,-117.627260,06059,805-141-34,060590320343000,09-04-2003,435000
354,4411595272,DTGD,13 San Simon,,Rancho Santa Margarita,CA,92688,2533,33.638323,-117.627176,06059,805-141-35,060590320343000,10-18-2017,725000
355,7386757636,DTGD,15 San Simon,,Rancho Santa Margarita,CA,92688,2533,33.638203,-117.627077,06059,805-141-36,060590320343000,04-22-2015,600000
356,6464794896,DTGD,17 San Simon,,Rancho Santa Margarita,CA,92688,2533,33.638064,-117.626983,06059,805-141-37,060590320343000,06-24-1998,242000
357,6145794885,DTGD,19 San Simon,,Rancho Santa Margarita,CA,92688,2533,33.637912,-117.626893,06059,805-141-38,060590320343000,11-06-1995,183500
358,7040827328,DTGD,21 San Simon,,Rancho Santa Margarita,CA,92688,2533,33.637750,-117.626866,06059,805-141-39,060590320343000,05-08-2014,620000
359,1099729114,DTGD,20 San Simon,,Rancho Santa Margarita,CA,92688,2532,33.638065,-117.626377,06059,805-141-41,060590320343000,06-17-2003,460000
360,2208882073,DTGD,16 San Simon,,Rancho Santa Margarita,CA,92688,2532,33.638287,-117.626611,06059,805-141-43,060590320343000,10-07-2020,771000
361,2492026873,DTGD,12 San Simon,,Rancho Santa Margarita,CA,92688,2532,33.638564,-117.626797,06059,805-141-45,060590320343000,06-22-2023,1330000
362,5870681680,DTGD,2 San Simon,,Rancho Santa Margarita,CA,92688,2532,33.639239,-117.626937,06059,805-141-49,060590320343000,03-22-1993,194000
363,6601938073,DTID,2 San Ambrosio,,Rancho Santa Margarita,CA,92688,2526,33.639019,-117.626058,06059,805-141-58,060590320343000,10-22-1997,203000
364,1401888669,DTTD,1 San Pablo,,Rancho Santa Margarita,CA,92688,2518,33.639894,-117.623632,06059,805-142-01,060590320343003,10-21-1993,182750
365,7008065999,DTGD,2 San Pablo,,Rancho Santa Margarita,CA,92688,2517,33.639472,-117.623924,06059,805-142-07,060590320343003,12-31-2008,480000
366,9696913746,DTGD,15 Santa Catalina,,Rancho Santa Margarita,CA,92688,2530,33.638938,-117.624185,06059,805-142-11,060590320343003,09-08-2003,550000
367,2135717480,DTGD,17 Santa Catalina,,Rancho Santa Margarita,CA,92688,2530,33.639136,-117.623892,06059,805-142-12,060590320343003,05-21-2018,860000
368,6322060115,DTGD,20 Santa Catalina,,Rancho Santa Margarita,CA,92688,2530,33.638961,-117.623582,06059,805-142-14,060590320343003,07-28-2022,1325000
369,6891132573,DTGD,18 Santa Catalina,,Rancho Santa Margarita,CA,92688,2530,33.638774,-117.623633,06059,805-142-15,060590320343003,09-20-2012,571500
370,9400664003,DTGD,16 Santa Catalina,,Rancho Santa Margarita,CA,92688,2530,33.638665,-117.623766,06059,805-142-16,060590320343003,04-28-2023,1230000
371,5611816268,DTGD,12 Santa Catalina,,Rancho Santa Margarita,CA,92688,2530,33.638543,-117.624092,06059,805-142-18,060590320343003,12-09-2003,585000
372,7503051846,DTGD,10 Santa Catalina,,Rancho Santa Margarita,CA,92688,2529,33.638480,-117.624253,06059,805-142-19,060590320343003,04-23-2004,705000
373,2065665349,DTGD,2 Santa Catalina,,Rancho Santa Margarita,CA,92688,2529,33.638399,-117.624926,06059,805-142-23,060590320343003,05-08-2003,460000
374,3565364793,DTGD,1 Santa Catalina,,Rancho Santa Margarita,CA,92688,2529,33.638542,-117.624988,06059,805-142-24,060590320343003,08-12-1997,270000
375,9707765611,DTGD,103 San Bonifacio,,Rancho Santa Margarita,CA,92688,2538,33.638917,-117.625507,06059,805-142-31,060590320343003,10-26-2001,350000
376,1478916720,DTGD,101 San Bonifacio,,Rancho Santa Margarita,CA,92688,2538,33.638780,-117.625537,06059,805-142-32,060590320343003,01-27-2006,725000
377,1164603234,DTGD,2 San Timoteo,,Rancho Santa Margarita,CA,92688,2510,33.638365,-117.621056,06059,805-151-02,060590320343002,03-17-1994,215000
378,7547612163,DTTD,10 San Timoteo,,Rancho Santa Margarita,CA,92688,2510,33.637915,-117.621599,06059,805-151-06,060590320343002,11-24-1997,194000
379,5688133491,DTGD,12 San Timoteo,,Rancho Santa Margarita,CA,92688,2510,33.637780,-117.621670,06059,805-151-07,060590320343002,01-20-1994,205000
380,5582602757,DTGD,14 San Timoteo,,Rancho Santa Margarita,CA,92688,2510,33.637654,-117.621761,06059,805-151-08,060590320343002,07-18-2017,800000
381,5303590668,DTGD,16 San Timoteo,,Rancho Santa Margarita,CA,92688,2510,33.637550,-117.621878,06059,805-151-09,060590320343002,12-17-2003,600000
382,6276667553,DTGD,18 San Timoteo,,Rancho Santa Margarita,CA,92688,2510,33.637460,-117.622009,06059,805-151-10,060590320343002,01-13-1999,306000
383,9121205495,DTGD,20 San Timoteo,,Rancho Santa Margarita,CA,92688,2510,33.637364,-117.622131,06059,805-151-11,060590320343002,05-30-2008,610000
384,9507422490,DTGD,15 San Anselmo,,Rancho Santa Margarita,CA,92688,2504,33.638637,-117.621290,06059,805-152-01,060590320343001,10-31-2002,460000
385,6593794616,DTGD,13 San Anselmo,,Rancho Santa Margarita,CA,92688,2504,33.638745,-117.621387,06059,805-152-02,060590320343001,05-29-1998,242000
386,8904638091,DTGD,11 San Anselmo,,Rancho Santa Margarita,CA,92688,2503,33.638851,-117.621485,06059,805-152-03,060590320343001,08-04-1997,230000
387,4135701559,DTGD,2 San Anselmo,,Rancho Santa Margarita,CA,92688,2504,33.639441,-117.621778,06059,805-152-08,060590320343001,06-07-2001,380000
388,6466279543,DTGD,2 San Nicholas,,Rancho Santa Margarita,CA,92688,2508,33.638767,-117.622213,06059,805-152-09,060590320343001,06-03-1998,343000
389,7856244655,DTTD,10 San Nicholas,,Rancho Santa Margarita,CA,92688,2508,33.638315,-117.622051,06059,805-152-13,060590320343001,03-30-2010,486000
390,7799408505,DTGD,12 San Nicholas,,Rancho Santa Margarita,CA,92688,2508,33.638178,-117.622118,06059,805-152-14,060590320343001,08-12-2019,800000
391,1647974693,DTGD,14 San Nicholas,,Rancho Santa Margarita,CA,92688,2508,33.638063,-117.622196,06059,805-152-15,060590320343001,01-17-2001,392000
392,9975822655,DTGD,16 San Nicholas,,Rancho Santa Margarita,CA,92688,2508,33.637944,-117.622298,06059,805-152-16,060590320343001,03-02-1999,344000
393,2979307490,DTGD,18 San Nicholas,,Rancho Santa Margarita,CA,92688,2508,33.637844,-117.622416,06059,805-152-17,060590320343001,03-24-1995,223000
394,3545860993,DTGD,20 San Nicholas,,Rancho Santa Margarita,CA,92688,2508,33.637746,-117.622541,06059,805-152-18,060590320343001,05-15-2008,550000
395,1441205647,DTGD,10 San Anselmo,,Rancho Santa Margarita,CA,92688,2504,33.639199,-117.621221,06059,805-161-05,060590320343001,12-20-2002,510000
396,2076476418,DTGD,12 San Anselmo,,Rancho Santa Margarita,CA,92688,2504,33.639091,-117.621124,06059,805-161-06,060590320343001,11-07-2019,789000
397,4072005601,DTGD,14 San Anselmo,,Rancho Santa Margarita,CA,92688,2504,33.638972,-117.621033,06059,805-161-07,060590320343001,06-05-2012,470000
398,3790489973,DTTD,16 San Anselmo,,Rancho Santa Margarita,CA,92688,2504,33.638859,-117.620939,06059,805-161-08,060590320343001,12-19-1995,215000
399,8702623142,DTGD,18 San Anselmo,,Rancho Santa Margarita,CA,92688,2504,33.638754,-117.620810,06059,805-161-09,060590320343001,05-02-2023,1400000
400,4498917636,DTGD,20 San Anselmo,,Rancho Santa Margarita,CA,92688,2504,33.638635,-117.620676,06059,805-161-10,060590320343001,09-16-1999,338000
401,5653652791,DTGD,1 San Mateo,,Rancho Santa Margarita,CA,92688,2549,33.638513,-117.620281,06059,805-161-12,060590320343001,07-23-2018,750000
402,9185006464,DTGD,2 San Mateo,,Rancho Santa Margarita,CA,92688,2500,33.638361,-117.620198,06059,805-161-13,060590320343001,04-22-1996,217500
403,4475600405,DTGD,10 San Mateo,,Rancho Santa Margarita,CA,92688,2500,33.638020,-117.620765,06059,805-161-17,060590320343001,06-16-2004,730000
404,2047756392,DTGD,14 San Mateo,,Rancho Santa Margarita,CA,92688,2500,33.637822,-117.621024,06059,805-161-19,060590320343001,11-23-2020,770000
405,1822202557,DTGD,16 San Mateo,,Rancho Santa Margarita,CA,92688,2511,33.637691,-117.621094,06059,805-161-20,060590320343001,05-24-2013,640000
406,8446411972,DTGD,18 San Mateo,,Rancho Santa Margarita,CA,92688,2511,33.637536,-117.621144,06059,805-161-21,060590320343001,04-08-2020,890000
407,6331346679,DTGD,20 San Mateo,,Rancho Santa Margarita,CA,92688,2511,33.637412,-117.621210,06059,805-161-22,060590320343001,10-29-2010,580000
408,9425792668,DTGD,2 San Tomas,,Rancho Santa Margarita,CA,92688,2502,33.637661,-117.620275,06059,805-161-29,060590320343001,08-17-2012,565000
409,9435981065,DTGD,10 San Tomas,,Rancho Santa Margarita,CA,92688,2502,33.637130,-117.620560,06059,805-161-33,060590320343001,10-10-2017,700000
410,9036313401,DTGD,12 San Tomas,,Rancho Santa Margarita,CA,92688,2502,33.637013,-117.620664,06059,805-161-34,060590320343001,10-28-2004,602000
411,1016819304,DTGD,16 San Tomas,,Rancho Santa Margarita,CA,92688,2502,33.636787,-117.620875,06059,805-161-36,060590320343001,12-17-2003,550000
412,2552725947,DTGD,10 San Julian,,Rancho Santa Margarita,CA,92688,2528,33.636930,-117.624486,06059,805-171-07,060590320343004,11-20-2007,687500
413,5953440993,DTGD,12 San Julian,,Rancho Santa Margarita,CA,92688,2528,33.636784,-117.624491,06059,805-171-08,060590320343004,01-30-2004,610000
414,7575410560,DTGD,14 San Julian,,Rancho Santa Margarita,CA,92688,2528,33.636650,-117.624483,06059,805-171-09,060590320343004,08-14-2014,735000
415,7347105635,DTGD,16 San Julian,,Rancho Santa Margarita,CA,92688,2528,33.636508,-117.624491,06059,805-171-10,060590320343004,08-22-1994,242000
416,5999021621,DTID,18 San Julian,,Rancho Santa Margarita,CA,92688,2528,33.636378,-117.624436,06059,805-171-11,060590320343004,12-07-1994,282000
417,3418201004,DTGD,20 San Julian,,Rancho Santa Margarita,CA,92688,2528,33.636228,-117.624343,06059,805-171-12,060590320343004,07-13-2017,765000
418,5557337448,DTGD,10 San Patricio,,Rancho Santa Margarita,CA,92688,2550,33.637072,-117.625095,06059,805-181-08,060590320343004,11-06-2002,418000
419,8948681254,DTGD,12 San Patricio,,Rancho Santa Margarita,CA,92688,2550,33.636914,-117.625103,06059,805-181-09,060590320343004,09-27-2013,640000
420,3311174711,DTGD,14 San Patricio,,Rancho Santa Margarita,CA,92688,2550,33.636757,-117.625114,06059,805-181-10,060590320343004,03-20-2000,348000
421,8982592515,DTGD,16 San Patricio,,Rancho Santa Margarita,CA,92688,2550,33.636593,-117.625119,06059,805-181-11,060590320343004,06-30-1997,225000
422,8971652105,DTGD,18 San Patricio,,Rancho Santa Margarita,CA,92688,2550,33.636462,-117.625127,06059,805-181-12,060590320343004,05-21-1997,225000
423,1559538929,DTGD,13 San Patricio,,Rancho Santa Margarita,CA,92688,2540,33.636830,-117.625571,06059,805-182-09,060590320343000,01-20-2000,270000
424,7300429929,DTGD,15 San Patricio,,Rancho Santa Margarita,CA,92688,2540,33.636666,-117.625576,06059,805-182-10,060590320343000,11-24-2010,459000
425,2115915523,DTRR,17 San Patricio,,Rancho Santa Margarita,CA,92688,2540,33.636530,-117.625576,06059,805-182-11,060590320343000,04-01-1999,260000
426,9243955551,DTGD,19 San Patricio,,Rancho Santa Margarita,CA,92688,2540,33.636404,-117.625585,06059,805-182-12,060590320343000,06-01-2021,902500
427,7890905876,DTGD,20 San Ricardo,,Rancho Santa Margarita,CA,92688,2543,33.636413,-117.625965,06059,805-182-15,060590320343000,04-25-2006,760000
428,3190800127,DTGD,18 San Ricardo,,Rancho Santa Margarita,CA,92688,2543,33.636555,-117.625979,06059,805-182-16,060590320343000,08-27-1993,220000
429,5100252127,DTGD,16 San Ricardo,,Rancho Santa Margarita,CA,92688,2543,33.636709,-117.625996,06059,805-182-17,060590320343000,09-28-1999,260000
430,1378631862,DTGD,14 San Ricardo,,Rancho Santa Margarita,CA,92688,2543,33.636856,-117.626021,06059,805-182-18,060590320343000,02-04-1994,202000
431,5288447331,DTID,12 San Ricardo,,Rancho Santa Margarita,CA,92688,2543,33.637008,-117.626049,06059,805-182-19,060590320343000,07-14-1998,270000
432,4903880111,DTGD,10 San Ricardo,,Rancho Santa Margarita,CA,92688,2543,33.637153,-117.626080,06059,805-182-20,060590320343000,11-20-1996,206000
433,9024349988,DTGD,2 San Ricardo,,Rancho Santa Margarita,CA,92688,2543,33.637737,-117.626266,06059,805-182-24,060590320343000,08-08-2007,605000
434,9639996014,DTGD,1 San Ricardo,,Rancho Santa Margarita,CA,92688,2542,33.637634,-117.626787,06059,805-182-25,060590320343000,08-09-2000,310000
435,9474615463,DTGD,15 San Ricardo,,Rancho Santa Margarita,CA,92688,2542,33.636765,-117.626448,06059,805-182-31,060590320343000,12-28-2017,750000
436,8436709690,DTGD,19 San Ricardo,,Rancho Santa Margarita,CA,92688,2542,33.636467,-117.626415,06059,805-182-33,060590320343000,09-23-1997,207000
437,7686048009,DTGD,2 San Pedro,,Rancho Santa Margarita,CA,92688,2541,33.635703,-117.626303,06059,805-182-38,060590320343000,05-12-1995,195000
438,4267062001,DTGD,10 San Pedro,,Rancho Santa Margarita,CA,92688,2541,33.635862,-117.625575,06059,805-182-42,060590320343000,02-26-1998,207000
439,9370212659,DTGD,10 San Ignacio,,Rancho Santa Margarita,CA,92688,2559,33.633679,-117.626107,06059,805-191-07,060590320343000,07-17-2013,752500
440,6817177197,DTGD,2 San Ignacio,,Rancho Santa Margarita,CA,92688,2559,33.634095,-117.625433,06059,805-191-11,060590320343000,02-13-2004,549000
441,8711013310,DTGD,20 Santa Cecelia,,Rancho Santa Margarita,CA,92688,2553,33.634770,-117.625011,06059,805-201-03,060590320343004,07-18-2002,510000
442,8308036644,DTGD,18 Santa Cecelia,,Rancho Santa Margarita,CA,92688,2553,33.634837,-117.624859,06059,805-201-04,060590320343004,11-12-2021,1210000
443,1825531884,DTGD,16 Santa Cecelia,,Rancho Santa Margarita,CA,92688,2553,33.634909,-117.624716,06059,805-201-05,060590320343004,06-18-2012,605000
444,6252214854,DTGD,14 Santa Cecelia,,Rancho Santa Margarita,CA,92688,2553,33.635011,-117.624615,06059,805-201-06,060590320343004,03-29-1996,241500
445,6546225063,DTGD,10 Santa Cecelia,,Rancho Santa Margarita,CA,92688,2552,33.635257,-117.624430,06059,805-201-08,060590320343004,04-30-1998,270000
446,6046157837,DTGD,2 Santa Cecelia,,Rancho Santa Margarita,CA,92688,2552,33.635839,-117.624226,06059,805-201-12,060590320343004,12-21-2005,899000
447,5024639683,DTGD,2 Santa Cruz,,Rancho Santa Margarita,CA,92688,2544,33.635881,-117.623736,06059,805-201-14,060590320343004,03-26-1996,266500
448,6469918435,DTGD,10 Santa Cruz,,Rancho Santa Margarita,CA,92688,2544,33.635291,-117.623732,06059,805-201-18,060590320343004,07-30-1998,275000
449,8114880439,DTTD,12 Santa Cruz,,Rancho Santa Margarita,CA,92688,2544,33.635157,-117.623798,06059,805-201-19,060590320343004,06-20-1994,197415
450,8812615651,DTGD,14 Santa Cruz,,Rancho Santa Margarita,CA,92688,2544,33.635031,-117.623852,06059,805-201-20,060590320343004,12-17-2001,375000
451,6487419097,DTGD,16 Santa Cruz,,Rancho Santa Margarita,CA,92688,2544,33.634892,-117.623898,06059,805-201-21,060590320343004,01-13-1998,275000
452,5963535952,DTGD,20 Santa Cruz,,Rancho Santa Margarita,CA,92688,2545,33.634631,-117.624038,06059,805-201-23,060590320343004,03-04-1993,258000
453,6189938722,DTGD,2 Santa Teresa,,Rancho Santa Margarita,CA,92688,2546,33.635205,-117.623332,06059,805-201-35,060590320343004,02-23-2001,400000
454,4732895108,DTGD,10 Santa Teresa,,Rancho Santa Margarita,CA,92688,2546,33.634694,-117.623296,06059,805-201-39,060590320343004,08-06-2001,345000
455,9971728102,DTGD,12 Santa Teresa,,Rancho Santa Margarita,CA,92688,2546,33.634585,-117.623396,06059,805-201-40,060590320343004,05-06-1997,212000
456,3498469535,DTGD,14 Santa Teresa,,Rancho Santa Margarita,CA,92688,2546,33.634481,-117.623492,06059,805-201-41,060590320343004,08-31-2022,992000
457,7432108346,DTTD,16 Santa Teresa,,Rancho Santa Margarita,CA,92688,2547,33.634371,-117.623594,06059,805-201-42,060590320343004,01-25-2011,480168
458,7598112058,DTQC,18 Santa Teresa,,Rancho Santa Margarita,CA,92688,2547,33.634250,-117.623690,06059,805-201-43,060590320343004,12-15-2014,280500
459,5152813259,DTGD,20 Santa Teresa,,Rancho Santa Margarita,CA,92688,2547,33.634147,-117.623792,06059,805-201-44,060590320343004,04-24-2001,340000
460,7867540017,DTGD,20 Via Helena,,Rancho Santa Margarita,CA,92688,4959,33.615242,-117.620414,06059,805-252-01,060590320532000,01-07-1994,200500
461,2078348880,DTGD,20 Sendero,,Rancho Santa Margarita,CA,92688,3006,33.613119,-117.617170,06059,805-262-15,060590320533016,06-29-2012,540000
462,2653981066,DTTD,18 Sendero,,Rancho Santa Margarita,CA,92688,3006,33.613247,-117.617122,06059,805-262-16,060590320533016,06-23-1995,169126
463,6946006874,DTGD,16 Sendero,,Rancho Santa Margarita,CA,92688,3006,33.613389,-117.617080,06059,805-262-17,060590320533016,12-08-1999,296000
464,9442381904,DTGD,10 Sendero,,Rancho Santa Margarita,CA,92688,3006,33.613742,-117.616962,06059,805-262-19,060590320533016,07-20-2001,350000
465,9167858053,DTGD,2 Sendero,,Rancho Santa Margarita,CA,92688,3005,33.614312,-117.616741,06059,805-262-23,060590320533016,07-25-2005,750000
466,8806603695,DTGD,17 Telura,,Rancho Santa Margarita,CA,92688,3024,33.614576,-117.616959,06059,805-262-25,060590320533016,08-03-1999,324500
467,2998471386,DTGD,15 Telura,,Rancho Santa Margarita,CA,92688,3024,33.614607,-117.617143,06059,805-262-26,060590320533016,10-24-2014,745000
468,1873147087,DTGD,13 Telura,,Rancho Santa Margarita,CA,92688,3024,33.614623,-117.617302,06059,805-262-27,060590320533016,01-29-1998,231000
469,7376019819,DTGD,11 Telura,,Rancho Santa Margarita,CA,92688,3016,33.614647,-117.617494,06059,805-262-28,060590320533016,06-27-2014,760000
470,3246896135,DTGD,1 Telura,,Rancho Santa Margarita,CA,92688,3016,33.614514,-117.618356,06059,805-262-33,060590320533016,08-16-1995,254000
471,9113585970,DTGD,2 Telura,,Rancho Santa Margarita,CA,92688,3015,33.614285,-117.618303,06059,805-262-34,060590320533016,12-23-2016,730000
472,9276652442,DTGD,12 Telura,,Rancho Santa Margarita,CA,92688,3015,33.614255,-117.617436,06059,805-262-39,060590320533016,04-26-2013,645000
473,1217232587,DTGD,14 Telura,,Rancho Santa Margarita,CA,92688,3015,33.614224,-117.617261,06059,805-262-40,060590320533016,05-14-2015,626000
474,1355183962,DTGD,13 Ganadero,,Rancho Santa Margarita,CA,92688,3014,33.613999,-117.617313,06059,805-262-41,060590320533016,01-27-2004,610000
475,3382295414,DTGD,11 Ganadero,,Rancho Santa Margarita,CA,92688,3014,33.614027,-117.617509,06059,805-262-42,060590320533016,09-18-1997,240000
476,4657558836,DTGD,1 Ganadero,,Rancho Santa Margarita,CA,92688,3014,33.613576,-117.618178,06059,805-262-47,060590320533016,06-04-2003,537000
477,2868724325,DTGD,15 Sendero,,Rancho Santa Margarita,CA,92688,3010,33.613501,-117.617527,06059,805-262-51,060590320533016,04-28-2023,1250000
478,4587998630,DTGD,17 Sendero,,Rancho Santa Margarita,CA,92688,3010,33.613362,-117.617566,06059,805-262-52,060590320533016,05-18-1995,228000
479,3327991813,DTGD,19 Sendero,,Rancho Santa Margarita,CA,92688,3011,33.613229,-117.617604,06059,805-262-53,060590320533016,07-30-2003,505000
480,7517102529,DTGD,21 Sendero,,Rancho Santa Margarita,CA,92688,3011,33.613093,-117.617647,06059,805-262-54,060590320533016,09-29-2015,755000
481,5837301035,DTGD,18 Via Mirage,,Rancho Santa Margarita,CA,92688,4927,33.614182,-117.621612,06059,805-271-12,060590320532000,03-29-1999,249000
482,1954001881,DTGD,16 Via Mirage,,Rancho Santa Margarita,CA,92688,4927,33.614244,-117.621527,06059,805-271-13,060590320532000,05-14-2018,775000
483,1558464563,DTGD,14 Via Mirage,,Rancho Santa Margarita,CA,92688,4927,33.614302,-117.621432,06059,805-271-14,060590320532000,08-07-2000,353000
484,3742687170,DTGD,12 Via Mirage,,Rancho Santa Margarita,CA,92688,4930,33.614370,-117.621354,06059,805-271-15,060590320532000,03-14-2001,360000
485,2542252804,DTGD,2 Via Mirage,,Rancho Santa Margarita,CA,92688,4930,33.614712,-117.620925,06059,805-271-20,060590320532000,09-03-1993,222500
486,9513423583,DTGD,14 Via Bonita,,Rancho Santa Margarita,CA,92688,4926,33.614438,-117.621705,06059,805-271-25,060590320532000,03-14-2006,720000
487,3840879729,DTGD,12 Via Bonita,,Rancho Santa Margarita,CA,92688,4926,33.614504,-117.621779,06059,805-271-26,060590320532000,12-07-2001,322500
488,7515940564,DTGD,15 Via Bonita,,Rancho Santa Margarita,CA,92688,4926,33.614217,-117.622003,06059,805-271-27,060590320532000,06-12-2007,645000
489,6717619608,DTGD,11 Via Bonita,,Rancho Santa Margarita,CA,92688,4926,33.614300,-117.622080,06059,805-271-28,060590320532000,07-03-2002,401000
490,1549756978,DTGD,1 Via Linda,,Rancho Santa Margarita,CA,92688,4929,33.615060,-117.621648,06059,805-271-31,060590320532000,04-25-2019,590000
491,4496259958,DTGD,2 Via Jacinto,,Rancho Santa Margarita,CA,92688,4948,33.615309,-117.621530,06059,805-271-35,060590320532000,06-14-1995,185000
492,9687409907,DTID,16 Reata,,Rancho Santa Margarita,CA,92688,3034,33.612854,-117.619275,06059,805-291-15,060590320532000,06-29-2000,382500
493,1676313701,DTGD,12 Reata,,Rancho Santa Margarita,CA,92688,3034,33.613134,-117.619352,06059,805-291-17,060590320532000,06-20-2012,645000
494,5819212409,DTGD,10 Reata,,Rancho Santa Margarita,CA,92688,3034,33.613281,-117.619408,06059,805-291-18,060590320532000,07-13-1995,244000
495,6532810156,DTGD,2 Reata,,Rancho Santa Margarita,CA,92688,3034,33.613835,-117.619734,06059,805-291-22,060590320532000,07-07-2023,1375000
496,2321816447,DTGD,11 Telliz,,Rancho Santa Margarita,CA,92688,3038,33.613885,-117.619937,06059,805-291-23,060590320532000,01-14-1997,275000
497,9182572348,DTGD,1 Telliz,,Rancho Santa Margarita,CA,92688,3038,33.613472,-117.620700,06059,805-291-28,060590320532000,10-07-2008,650000
498,9525020247,DTID,13 Sillero,,Rancho Santa Margarita,CA,92688,3028,33.612617,-117.620435,06059,805-291-34,060590320532000,04-01-1997,246000
499,7321705813,DTGD,15 Sillero,,Rancho Santa Margarita,CA,92688,3028,33.612478,-117.620406,06059,805-291-35,060590320532000,02-03-1997,242000
500,3409534260,DTGD,17 Sillero,,Rancho Santa Margarita,CA,92688,3028,33.612320,-117.620392,06059,805-291-36,060590320532000,06-02-1995,252000
501,3450407288,DTGD,13 Reata,,Rancho Santa Margarita,CA,92688,3036,33.612909,-117.619747,06059,805-292-05,060590320532006,05-15-1998,267500
502,9392754937,DTID,15 Reata,,Rancho Santa Margarita,CA,92688,3036,33.612770,-117.619709,06059,805-292-06,060590320532006,06-27-1997,207500
503,2085590989,DTGD,19 Reata,,Rancho Santa Margarita,CA,92688,3036,33.612616,-117.619671,06059,805-292-07,060590320532006,02-16-2021,900000
504,7054835762,DTGD,21 Reata,,Rancho Santa Margarita,CA,92688,3036,33.612460,-117.619666,06059,805-292-08,060590320532006,11-10-2014,655000
505,8836843177,DTGD,20 Sillero,,Rancho Santa Margarita,CA,92688,3026,33.612195,-117.619941,06059,805-292-29,060590320532006,06-08-2001,374000
506,9597634617,DTGD,18 Sillero,,Rancho Santa Margarita,CA,92688,3026,33.612344,-117.619929,06059,805-292-30,060590320532006,06-29-1999,294000
507,4959613410,DTCP,16 Sillero,,Rancho Santa Margarita,CA,92688,3026,33.612483,-117.619941,06059,805-292-31,060590320532006,08-16-1996,222500
508,5827586642,DTGD,14 Sillero,,Rancho Santa Margarita,CA,92688,3026,33.612623,-117.619964,06059,805-292-32,060590320532006,03-19-2002,379000
509,5284105310,DTGD,12 Sillero,,Rancho Santa Margarita,CA,92688,3026,33.612760,-117.619997,06059,805-292-33,060590320532006,03-03-1994,225000
510,6569078337,DTGD,10 Sillero,,Rancho Santa Margarita,CA,92688,3032,33.612898,-117.620040,06059,805-292-34,060590320532006,04-05-2021,965000
511,1715842813,DTID,1 Rodaja,,Rancho Santa Margarita,CA,92688,3030,33.610453,-117.620026,06059,805-301-26,060590320532000,06-12-1998,285000
512,5397897875,DTGD,10 Sepulveda,,Rancho Santa Margarita,CA,92688,2726,33.622468,-117.619351,06059,805-311-05,060590320531005,09-03-2003,675000
513,7755825478,DTGD,12 Sepulveda,,Rancho Santa Margarita,CA,92688,2726,33.622579,-117.619230,06059,805-311-06,060590320531005,04-30-1997,260000
514,5536546673,DTGD,21 Amantes,,Rancho Santa Margarita,CA,92688,2707,33.621846,-117.619405,06059,805-311-10,060590320531005,06-27-2017,875000
515,8912610585,DTGD,19 Amantes,,Rancho Santa Margarita,CA,92688,2707,33.621810,-117.619588,06059,805-311-11,060590320531005,11-07-2001,454000
516,3707682938,DTGD,17 Amantes,,Rancho Santa Margarita,CA,92688,2707,33.621765,-117.619770,06059,805-311-12,060590320531005,07-03-2002,493000
517,1152058611,DTGD,15 Amantes,,Rancho Santa Margarita,CA,92688,2707,33.621706,-117.619957,06059,805-311-13,060590320531005,07-01-2016,870000
